Temp	16-654-- V. stam	16-663-- V. myrs	17-1611-- V. fus	17-607-- V. fus	17-609-- V. fus	17-628-- V. fus	17-724-- Hybrid	18-667-- V. fus	18-668-- V. stam	18-671-- V. stam	20-706-- V. ell	21-5541-- V. arb	22-2000-- V. myrs	22-2001-- V. myrs	23-2500-- V. ell	98-403-- V. darr	Alapaha-- RB	Alaska (wild)-- V. mic	Arcadia-- SHB	Avanti-- SHB	BBP Draper-- NHB	BBP Duke-- NHB	Blomidon-- LB	Brunswick-- LB	Chickadee-- SHB	Colorado-- V. myrt	Crassifolium #1-- V. cras	Darrow Juliana Type-- V. darr	Draper-- NHB	Duke-- NHB	Elliott-- NHB	Emerald-- SHB	Erin's Bilberry-- V. myrt	Fundy-- LB	fus226-- V. fus	fus4-- V. fus	fus81-- V. fus	GE-2004-060-- V. myrt	Gritless Sparkleberry-- V. arb	Indigocrisp-- SHB	Jewel-- SHB	Kestrel-- SHB	Legacy-- NHB	Ling (Red Sunset)-- V. vit	Ling (Sana)-- V. vit	Ling (wild) W1-- V. vit	Macro Ben Lear-- V. mac	Macro Bud's Blues-- V. mac	Macro Howes-- V. mac	Macro Murphy's Green-- V. mac	Macro Pilgrim-- V. mac	Macro Potters Favorite-- V. mac	Macro Stevens-- V. mac	Ochlockonee-- RB	Oleno yellow-- V. ell	Oxy (wild) BB09-- V. oxy	Oxy (wild) GyPL08-- V. oxy	Oxy (wild) LolPlo-- V. oxy	Oxy (wild) P16-- V. oxy	Oxy (wild) pmw19-- V. oxy	Palmetto-- SHB	Pink Lemonade #2-- Hybrid	Rosa's Blush-- V. darr	Snowchaser-- SHB	Spark#17-- V. arb	Spark#30-- V. arb	Tenellum 21-1153A-- V. ten	Vernon-- RB
65.08330709	3.42424231	2.879425185	3.378771915	3.157098611	3.285214926	3.747278817	3.117046442	3.207484984	3.358523727	3.423043199	3.29743978	3.401533865	3.521662574	2.725475683	3.009199484	3.348131064	3.19663077	3.728983814	3.618127633	3.305032741	3.540759288	3.460422759	3.970173149	3.710482382	3.2933174	3.55211085	3.54202936	2.899739031	3.486325091	3.520735173	4.079833899	3.431981345	3.293128598	3.662876194	3.432941434	2.982661567	2.771216652	3.691797471	3.53140158	4.030604503	3.207244682	3.493864394	3.534426422	4.159716067	3.53417536	4.040030261	3.902527572	3.783774797	4.258843229	2.533821332	3.630385581	3.75042319	3.898638432	3.18887007	3.92768914	4.092728754	4.169896242	2.85975358	3.853836637	3.772307216	2.520063756	3.795729724	3.64670608	2.494015188	3.3298796	3.66143093	3.595053084	3.455381014
65.36047244	3.388238882	2.911701462	3.346475541	3.130484948	3.298315868	3.792589102	3.16854361	3.279539235	3.41907792	3.548105658	3.395237028	3.417677961	3.540245611	2.745366746	3.01189909	3.367480553	3.263271253	3.76883727	3.649877662	3.265478557	3.563902044	3.513727425	4.010467329	3.795933479	3.359696776	3.592281998	3.518496718	2.918916488	3.480468422	3.50013725	4.16668162	3.441742394	3.289541156	3.686032191	3.473210972	3.024145363	2.794123124	3.685252975	3.644509299	4.094055844	3.233620786	3.53429254	3.521544079	4.218313253	3.500005417	4.090944146	3.839954669	3.808894996	4.324607435	2.474280923	3.674368409	3.81882838	3.900609744	3.286145836	3.890699861	4.10639735	4.240326198	2.847795202	3.847316626	3.836278378	2.540827792	3.84102274	3.723169264	2.465258408	3.299659862	3.702671826	3.617291435	3.464445658
65.6376378	3.346136231	2.945772841	3.342954185	3.142186187	3.337099826	3.828145761	3.188597497	3.324363204	3.486750926	3.61351513	3.495126495	3.419917788	3.573688728	2.749716241	2.977032384	3.418910889	3.27828279	3.769523697	3.637091287	3.20243111	3.575919035	3.533933892	4.029479093	3.847057725	3.365264967	3.583331748	3.436657605	2.937911829	3.527432067	3.450892003	4.212965962	3.439376501	3.250916928	3.644406371	3.562199836	3.064942994	2.755623325	3.659984579	3.694259862	4.105874606	3.204703387	3.547737546	3.489090286	4.214963083	3.479778173	4.138760127	3.805126523	3.807159701	4.365417	2.431448969	3.662583088	3.84618498	3.863222034	3.378617269	3.835795043	4.138337824	4.300053745	2.818272599	3.879486508	3.922435704	2.567742232	3.858916493	3.789757795	2.421130193	3.280116632	3.748290489	3.611769462	3.479613555
65.91480315	3.322332164	2.931396729	3.380612725	3.182874169	3.389664672	3.836443105	3.164241398	3.349238602	3.506859196	3.618334584	3.527479301	3.428903608	3.589807366	2.737953969	2.928931738	3.437155074	3.243033905	3.718329028	3.576021402	3.175682963	3.550610013	3.497490493	4.061039691	3.838543542	3.35142245	3.561774499	3.356664304	2.955276837	3.58833417	3.375837566	4.223475535	3.41381837	3.241901103	3.589205361	3.605977213	3.073203341	2.695297967	3.618534544	3.69851033	4.132175671	3.156539381	3.525777626	3.458785615	4.209296113	3.471140746	4.143542262	3.811637328	3.796178423	4.365814663	2.420565042	3.594013426	3.827625297	3.835786749	3.4107081	3.804401843	4.162505772	4.336223252	2.787270967	3.886073199	3.979045422	2.56791257	3.856493497	3.809846905	2.443971668	3.264626485	3.76349997	3.577168943	3.505471974
66.1919685	3.365297259	2.887491806	3.432927512	3.246886111	3.419194205	3.858027436	3.159522189	3.409058606	3.5108642	3.659696647	3.504104848	3.461416593	3.595553298	2.740811873	2.900511608	3.400095173	3.221746642	3.692406758	3.499102214	3.176548614	3.532469757	3.471772365	4.131209855	3.806180379	3.375125642	3.629683039	3.314747723	2.994614405	3.608660103	3.341264354	4.244781077	3.399004731	3.289559847	3.562266277	3.550892006	3.099187961	2.688574558	3.622892067	3.734041273	4.198157354	3.120929739	3.524730717	3.448253013	4.230175891	3.470964434	4.092908177	3.849231169	3.783078472	4.342817793	2.454611849	3.563462258	3.821818145	3.853552467	3.401479194	3.817549953	4.201575117	4.393759385	2.804073849	3.883373711	4.024861651	2.549075985	3.878197736	3.811533708	2.549896945	3.26668246	3.740302724	3.54447626	3.538633201
66.46913386	3.461287575	2.848636679	3.490249124	3.316948447	3.420481958	3.90337796	3.193373817	3.508150475	3.541097367	3.797609671	3.476631596	3.509853769	3.59829205	2.762909528	2.938561307	3.380484948	3.290972136	3.748919338	3.503912462	3.209506941	3.571968546	3.470352055	4.222573095	3.814877357	3.446974367	3.766967635	3.308719291	3.086188153	3.604265455	3.40211236	4.266743468	3.408075808	3.355834808	3.580984671	3.462713063	3.188485014	2.756149528	3.699633979	3.807567832	4.309692642	3.122135786	3.568421697	3.465708882	4.241759403	3.496802221	4.080352747	3.885481686	3.774073506	4.307819701	2.525897671	3.618001521	3.84712271	3.886944735	3.383369412	3.872390374	4.284989442	4.470916379	2.869195339	3.921116934	4.060101307	2.532785001	3.941134092	3.834595223	2.638553415	3.301685986	3.723455402	3.548944575	3.55988768
66.74629921	3.524691993	2.864072617	3.501064823	3.339078098	3.386390552	3.901294481	3.254801455	3.527236259	3.572310655	3.874493303	3.452713062	3.538509854	3.608330599	2.804602162	3.026524379	3.413667526	3.374706417	3.825669958	3.58206342	3.277045306	3.637191419	3.475974918	4.270121386	3.8626932	3.509464927	3.85041872	3.348096122	3.186510325	3.591201582	3.515470564	4.245124301	3.394014826	3.396690924	3.637845862	3.416376282	3.258621782	2.863522158	3.774545131	3.846198989	4.417495485	3.165991993	3.582188581	3.480819007	4.218517986	3.557614058	4.153541309	3.899239612	3.760823927	4.277292701	2.594890107	3.675607235	3.859594466	3.903029023	3.335651987	3.924253582	4.343390044	4.479956731	2.947274955	3.955057897	4.03710164	2.530050399	3.969011345	3.856218444	2.647951571	3.336513497	3.73194557	3.576639208	3.541658661
67.02346457	3.5260357	2.937304563	3.437291336	3.302084217	3.339241304	3.860021837	3.314691455	3.437578443	3.586570057	3.800143355	3.464033394	3.532144802	3.633581036	2.839777941	3.100624455	3.462195061	3.391872727	3.839250335	3.646816328	3.324363548	3.688992127	3.486277406	4.23282648	3.899993755	3.514500006	3.815986061	3.435946563	3.242469384	3.581206652	3.618515191	4.227695464	3.364708073	3.404525687	3.704695238	3.430131976	3.255059296	2.924212209	3.816256131	3.823005994	4.430624866	3.242560768	3.563458977	3.489282633	4.181092268	3.608129364	4.231796995	3.905469877	3.747672707	4.282394389	2.631937708	3.681246969	3.853832358	3.897277726	3.284015639	3.938641882	4.338681035	4.409866442	2.98369991	3.945982673	3.960277604	2.553012211	3.920771503	3.854157611	2.614222167	3.331527552	3.753308024	3.600441685	3.492322489
67.30062992	3.488124655	2.994179522	3.353182355	3.238725636	3.319909242	3.848057946	3.317442592	3.367840349	3.588017994	3.669484294	3.523840348	3.512262223	3.658708899	2.846917002	3.121338224	3.489066555	3.39771113	3.807957041	3.647895316	3.324023065	3.702559267	3.487303568	4.143253449	3.891615476	3.452791306	3.722257164	3.515982174	3.251376807	3.579475507	3.660339334	4.262068808	3.364814176	3.385953627	3.751698751	3.466820308	3.198116056	2.882378612	3.821608717	3.776201956	4.312345617	3.316061176	3.568972681	3.527947562	4.164545822	3.590224908	4.227748589	3.915796577	3.756469016	4.295680907	2.6282477	3.651943815	3.854681716	3.867143735	3.27852956	3.911026462	4.299411825	4.337911623	2.932510021	3.921919962	3.896746498	2.60411484	3.865292051	3.836598765	2.595994588	3.308486873	3.745839191	3.603323132	3.439668653
67.57779528	3.451715304	3.003529164	3.327716945	3.191266842	3.345105002	3.848111029	3.287174048	3.376868266	3.581259088	3.580759904	3.56480984	3.4964361	3.704179069	2.833755652	3.108523127	3.48005584	3.425848471	3.81496236	3.623317572	3.301509612	3.686199571	3.490996528	4.08010981	3.852982674	3.404973474	3.678212878	3.548529054	3.233790347	3.594805111	3.62754717	4.29346581	3.412460767	3.359929699	3.769663861	3.483878197	3.153615891	2.803546359	3.796716071	3.7515854	4.180305053	3.340840698	3.593599457	3.573614925	4.18740805	3.562020667	4.169506918	3.922408162	3.782143139	4.285608133	2.610830173	3.625822056	3.829901738	3.849099381	3.319467173	3.86342958	4.266326165	4.328033572	2.867436405	3.946787256	3.899461499	2.691645179	3.853162229	3.821001732	2.628543006	3.286885006	3.699242161	3.616862246	3.425593381
67.85496063	3.44020141	3.009959567	3.366898968	3.19486377	3.402482778	3.839053109	3.281335239	3.432028058	3.594497732	3.589075013	3.550067463	3.496363285	3.759149618	2.828576454	3.103720894	3.453864387	3.450531107	3.865237689	3.640490726	3.302239214	3.669094108	3.513118287	4.105086986	3.831732751	3.450042485	3.686863644	3.548278773	3.206762881	3.62857311	3.579537147	4.28716535	3.471781637	3.343519062	3.772988216	3.496652556	3.188416156	2.770126087	3.781475229	3.767819455	4.171225133	3.314465523	3.61280336	3.566709055	4.228624033	3.605750142	4.124134318	3.924964097	3.799375946	4.295028072	2.602062032	3.608780167	3.77689856	3.879511938	3.391297826	3.848903009	4.262331781	4.392255032	2.863578638	4.013473073	3.957621597	2.763155745	3.853107569	3.852459893	2.677212586	3.275380938	3.668065249	3.65385965	3.455691848
68.13212598	3.457558543	3.038079536	3.419357535	3.260246235	3.464936496	3.862460544	3.300148034	3.489933877	3.628603674	3.678909647	3.52848667	3.541301262	3.78786149	2.850485236	3.127907149	3.471585127	3.456195924	3.916538363	3.696570544	3.349376462	3.637622158	3.526457914	4.191191131	3.848858244	3.517909541	3.687826178	3.51545101	3.201743397	3.663031092	3.589094587	4.255207229	3.492786719	3.35545512	3.776488539	3.565194911	3.263242796	2.792203305	3.831035867	3.801147074	4.238533807	3.330027573	3.639056943	3.515302341	4.285465161	3.685667785	4.108008959	3.958423002	3.808883635	4.331339501	2.633985374	3.599131875	3.775686196	3.936690671	3.467012005	3.899545431	4.271677027	4.474233672	2.918359761	4.067448753	3.993162052	2.79652073	3.867130672	3.930430998	2.726312716	3.305802497	3.695549746	3.715467686	3.479877623
68.40929134	3.475966305	3.069120315	3.449980666	3.328377869	3.497566881	3.921397036	3.348476352	3.516656413	3.647994114	3.778439889	3.533413251	3.603945725	3.79183872	2.87732958	3.170751974	3.523225127	3.465707379	3.926024641	3.744628114	3.394077162	3.621502673	3.547277292	4.251339356	3.898331409	3.528007645	3.691205518	3.478456286	3.246009865	3.702862152	3.639114989	4.212107683	3.491228163	3.415358415	3.786228514	3.644380711	3.309925404	2.862069253	3.930034402	3.812216212	4.277807518	3.408994213	3.667984381	3.465831827	4.353902107	3.721628421	4.125558225	4.032560023	3.80595827	4.328125308	2.70341202	3.620231883	3.821120169	3.956113411	3.499237645	3.975833987	4.285193032	4.51031684	3.016530767	4.074035168	3.992963068	2.831445986	3.905448504	3.959182408	2.774741928	3.378091249	3.744479063	3.780810704	3.487221346
68.68645669	3.46192031	3.095139552	3.457050021	3.342405417	3.477387358	3.972393462	3.42671412	3.497790639	3.620030666	3.805921842	3.535601303	3.635993267	3.766944848	2.877128403	3.226428915	3.527910984	3.469891421	3.894060609	3.760018923	3.377512829	3.639963761	3.586179931	4.251090696	3.944693243	3.484090291	3.711110208	3.475249555	3.303276247	3.718858901	3.64371775	4.190609239	3.508696584	3.473764226	3.797635652	3.646119505	3.315689291	2.934506846	3.983833458	3.787419835	4.254213543	3.468847141	3.671155061	3.448593236	4.366277066	3.688461349	4.17434622	4.072187997	3.802713212	4.268085583	2.73795507	3.640823112	3.857867117	3.921787731	3.497914586	4.003081444	4.281246374	4.477840656	3.093142938	4.025285473	4.008994082	2.859735204	3.924400194	3.910275598	2.7960672	3.431044009	3.762760208	3.797621464	3.499029624
68.96362205	3.433433029	3.091594416	3.458666266	3.310253024	3.426229294	3.985890239	3.505703673	3.444021192	3.565075934	3.755728346	3.513068384	3.637907925	3.743210259	2.880303605	3.29635753	3.48366964	3.423740341	3.901047722	3.741224065	3.339438396	3.657220465	3.611700435	4.219325123	3.945125034	3.441842429	3.738924577	3.502157957	3.342370842	3.691011021	3.602367144	4.184614461	3.555056624	3.477423405	3.815398375	3.594844016	3.291284389	2.978991879	3.95850092	3.775024138	4.230455992	3.491176585	3.648154205	3.491921663	4.324225895	3.65028312	4.233543418	4.038539981	3.827160813	4.228483489	2.721405333	3.655176168	3.891591001	3.914991597	3.516792228	3.985529516	4.261778246	4.405124143	3.074632371	4.006940617	4.030285024	2.830433927	3.929365932	3.86454176	2.822067135	3.441492661	3.765662381	3.776628767	3.54456687
69.2407874	3.41744053	3.052496285	3.454588059	3.267634777	3.399519824	3.985296229	3.550546173	3.397978093	3.545536358	3.677347636	3.490538383	3.631242032	3.749730407	2.932539948	3.347024236	3.44643344	3.350214382	3.973064164	3.712890872	3.339288925	3.673565048	3.64094281	4.210528106	3.913701689	3.436123106	3.770491791	3.546612946	3.383827749	3.662300239	3.579384396	4.179066429	3.582422734	3.474962654	3.845138958	3.554652836	3.266930763	3.003308806	3.911927521	3.818703577	4.28433066	3.505224417	3.618893895	3.588178007	4.330608564	3.67831852	4.267866523	3.977340751	3.857470323	4.243344416	2.70196474	3.69848739	3.92634261	3.988849842	3.591280636	3.989241247	4.263327861	4.342107694	3.011330348	4.065877838	4.018772453	2.771541283	3.939831532	3.863689299	2.898047906	3.440586676	3.778770271	3.761383174	3.621129519
69.51795276	3.435015556	3.047345862	3.449919701	3.281008219	3.447746738	4.023476478	3.548261633	3.425959623	3.566330676	3.650411305	3.513060196	3.634436743	3.762429218	3.010341826	3.372434337	3.459165582	3.330289409	4.044551822	3.714330465	3.405165487	3.709826838	3.655496785	4.249837626	3.914670541	3.454989848	3.802374238	3.606297794	3.435196002	3.682374097	3.59860729	4.208222422	3.55215905	3.51749716	3.895233694	3.551981544	3.274164444	3.007792157	3.914118993	3.898729066	4.349842145	3.512852331	3.612820724	3.671105939	4.412177817	3.726210595	4.275841491	3.971577926	3.865008968	4.285666649	2.698101529	3.73576578	3.956415404	4.074382491	3.679702828	4.01514315	4.294363209	4.319857716	2.989289295	4.127434405	4.000793504	2.755986994	3.931045014	3.912640998	2.995908761	3.43322731	3.823999741	3.760846864	3.671963838
69.79511811	3.485793821	3.107089377	3.46393269	3.348859704	3.552552451	4.076825657	3.539586973	3.516724073	3.617710455	3.710478227	3.587279724	3.678265909	3.773389923	3.032328736	3.383261022	3.510960867	3.402697334	4.063061248	3.728178538	3.505764257	3.757764551	3.646698081	4.319016269	3.96557852	3.525973055	3.856951188	3.668891599	3.506983836	3.744591333	3.653859588	4.267979139	3.493398542	3.558232817	3.946908132	3.587954844	3.32246974	2.981337365	3.984109118	3.958526516	4.376499588	3.535563007	3.642894012	3.674714359	4.506587299	3.74068156	4.305467259	4.021252707	3.883925611	4.334777221	2.715824326	3.748037403	3.979697327	4.094928803	3.717206255	4.038962812	4.337856174	4.352600101	3.016586544	4.154481547	4.026570836	2.805248129	3.913428636	4.002165949	3.047924758	3.415011602	3.88438959	3.751439882	3.632710181
70.07228346	3.56714221	3.185018743	3.502195758	3.404042831	3.613819383	4.087405177	3.568802023	3.599605522	3.707747622	3.803661601	3.66554827	3.776721122	3.798706316	2.975936714	3.392775292	3.560079319	3.511548285	4.054217865	3.741244879	3.561011264	3.799294255	3.64246115	4.38548786	4.020001073	3.626028188	3.935205759	3.707215807	3.586156397	3.800753096	3.727287224	4.320205482	3.459766945	3.575931383	3.967366985	3.660296739	3.397069938	2.944755545	4.081604256	3.972740624	4.407223983	3.569129671	3.711411719	3.635270605	4.554036674	3.742863714	4.372835342	4.050809295	3.944523673	4.375538632	2.779768282	3.764161845	3.999130104	4.073937787	3.723619607	4.073060002	4.378538539	4.42506406	3.079236403	4.177613254	4.081364366	2.903954093	3.928164399	4.101369379	3.049305391	3.395185382	3.920739585	3.746429787	3.5217993
70.34944882	3.649516394	3.237867106	3.528324466	3.420321733	3.586533397	4.053119124	3.606815843	3.624557899	3.78603971	3.866008937	3.687852664	3.863786185	3.839468507	2.91516925	3.406756899	3.583000745	3.570836195	4.029545842	3.763281057	3.543731879	3.801714987	3.616967986	4.407482913	4.038094801	3.667372987	3.987176701	3.683917225	3.631580005	3.81498361	3.777265098	4.345636907	3.462108852	3.580587174	3.961738148	3.714842124	3.462917387	2.941957594	4.12953302	3.964862832	4.436288613	3.585476201	3.785895593	3.624769437	4.509882223	3.744764423	4.424614735	4.059683572	3.967949005	4.400826815	2.848973984	3.781858072	4.013469257	4.055347036	3.730819918	4.091680038	4.397347058	4.497438758	3.132580767	4.19184131	4.116814351	2.994850661	3.961205657	4.139717667	3.036281545	3.407926642	3.943748934	3.748220225	3.431917205
70.62661417	3.680742268	3.284172594	3.526615609	3.422309788	3.534707424	4.040963301	3.629125418	3.60805271	3.828280718	3.897451971	3.664556144	3.886221554	3.885374512	2.911502728	3.418815413	3.595112758	3.589946983	3.986990665	3.809589188	3.501517109	3.767052236	3.620153648	4.41289558	4.038682029	3.668157385	3.995146116	3.621854622	3.656910008	3.789446601	3.787340163	4.371450024	3.491373472	3.569826637	3.945674966	3.709175406	3.492431817	2.95263572	4.112867988	3.988392039	4.465854521	3.594043468	3.83330942	3.643409082	4.404683025	3.746418318	4.434944504	4.04786329	3.930074888	4.428769867	2.844402141	3.806391719	4.040403226	4.047184456	3.747974501	4.077812561	4.40346973	4.577115235	3.12173492	4.168909128	4.120138688	3.015419159	3.992655901	4.114696382	3.018380277	3.451054272	3.96096226	3.735404926	3.436417846
70.90377953	3.660307116	3.334593877	3.514442386	3.444990947	3.532928191	4.107949457	3.64738107	3.605298298	3.864812732	3.938281503	3.660117254	3.872929298	3.952918014	2.946565884	3.438184676	3.649254223	3.625650283	3.973748469	3.872344462	3.488066884	3.720837275	3.702772719	4.408457403	4.047735806	3.684932442	4.009208123	3.586707502	3.682396225	3.770177654	3.787488105	4.417853404	3.537862696	3.570885254	3.912665813	3.685487486	3.48788059	2.941338483	4.091826276	4.081339528	4.525060365	3.621872594	3.854736721	3.669526146	4.346397839	3.749921915	4.4316878	4.005034317	3.902505558	4.47365991	2.787338441	3.851523356	4.097345478	4.064999507	3.782409506	4.096011002	4.419250862	4.66079545	3.089923544	4.118712796	4.133292835	2.999438359	4.03487477	4.081764999	3.036169499	3.473633172	3.967892582	3.739925923	3.503799606
71.18094488	3.633143774	3.338184649	3.503319238	3.469592429	3.581655301	4.205273942	3.645661442	3.638904082	3.884227541	3.974585656	3.699007417	3.842687862	4.009721621	2.968980537	3.454067777	3.729842867	3.679685622	4.006500911	3.9122267	3.507142796	3.679457859	3.781508516	4.379050476	4.067887354	3.714252419	4.048232305	3.612144359	3.712514131	3.793283412	3.821522691	4.462171389	3.554847875	3.583219114	3.888722567	3.670426238	3.480857043	2.933268998	4.087888687	4.17546373	4.559197436	3.665851447	3.855027635	3.68555416	4.373862604	3.763925416	4.417693839	3.976952206	3.911373815	4.507261584	2.765797549	3.892596665	4.134424559	4.100399784	3.830311715	4.135013266	4.461200888	4.697836825	3.117761378	4.096716457	4.182317417	3.031708191	4.06629296	4.029874896	3.106455408	3.474680353	3.974727129	3.792332517	3.543557706
71.45811024	3.637102519	3.286470931	3.522654179	3.474093097	3.621254848	4.262255121	3.644932747	3.674392208	3.862768267	3.98325057	3.764313904	3.803707879	4.007869955	2.999994668	3.482065689	3.760503164	3.711840735	4.045312327	3.923494829	3.546294735	3.664914789	3.783600886	4.378445833	4.113123932	3.725592727	4.074511967	3.67264808	3.74861814	3.830824769	3.874539315	4.508914521	3.529546934	3.581084229	3.893096644	3.664729966	3.496489252	2.941854491	4.085096907	4.172442135	4.528323633	3.677063929	3.850478228	3.681611905	4.415522877	3.771251895	4.38701958	3.97336785	3.955226714	4.526360921	2.794434038	3.902159442	4.12047657	4.141553962	3.892825562	4.122798258	4.540615157	4.684968515	3.167843275	4.142929954	4.234308853	3.073723194	4.053217974	3.998623933	3.151442332	3.474848721	3.975938636	3.864246542	3.524920941
71.73527559	3.661057889	3.234805048	3.576527601	3.478142949	3.636723805	4.263090117	3.681876342	3.694839278	3.817575823	3.98718379	3.815288611	3.779093501	3.988189444	3.062461098	3.522147006	3.73886386	3.689576694	4.065505096	3.929323788	3.577934847	3.679596751	3.757391188	4.414218472	4.152452771	3.708678936	4.083993688	3.711189838	3.77232591	3.834134382	3.882788365	4.546065415	3.497858668	3.569833779	3.903097407	3.675618387	3.53066853	2.927469591	4.095130832	4.087486075	4.51695325	3.651513225	3.8619535	3.657953718	4.43665244	3.767197166	4.374907489	3.975872251	4.020230779	4.531113786	2.83926867	3.890599967	4.103703589	4.196043773	3.928396385	4.058800023	4.603639786	4.659619784	3.17752154	4.238835809	4.270777692	3.072219119	4.01719516	4.042716221	3.145200199	3.466824046	3.950957516	3.888336845	3.469388235
72.01244094	3.66566273	3.219541951	3.609632957	3.482336487	3.633275269	4.22569616	3.698130703	3.717896347	3.778441171	3.99163327	3.813766041	3.77225001	3.98290596	3.097513659	3.530747472	3.69709656	3.628974287	4.076144	3.946135417	3.576877518	3.709472241	3.740896138	4.431727498	4.129579826	3.68337075	4.085790489	3.728611886	3.758827378	3.810692328	3.831009541	4.519789972	3.470893419	3.571497939	3.936244788	3.682329058	3.565704017	2.903926527	4.116071156	3.995368293	4.560575379	3.618663485	3.872478887	3.63032333	4.446721481	3.78013526	4.387937246	3.990989423	4.045903868	4.497766034	2.873176679	3.849783085	4.097860412	4.225970794	3.897923543	4.005492006	4.57663801	4.630532535	3.156963295	4.291102159	4.280668517	3.041330695	3.96921223	4.108157654	3.121930262	3.440676791	3.905736564	3.848084211	3.419738966
72.2896063	3.636277359	3.233742774	3.585022923	3.466282392	3.596802681	4.183021072	3.653918147	3.713196429	3.75217549	3.951368259	3.751042197	3.765532934	3.965931958	3.084556887	3.505978702	3.64018222	3.574749328	4.076750427	3.938041575	3.541249116	3.722757587	3.710658831	4.413975728	4.069576279	3.655824707	4.062363109	3.732541289	3.710493437	3.796614429	3.77425122	4.438794341	3.456174383	3.586050415	3.97777682	3.651561204	3.592557401	2.908276832	4.126341852	3.915128303	4.599754739	3.599839222	3.833676055	3.611239191	4.434924609	3.811425157	4.394443882	3.996385547	3.983673906	4.413749842	2.878008668	3.779355715	4.079774571	4.183848115	3.83448022	4.006988873	4.459012542	4.587766653	3.125798689	4.25110014	4.230604545	3.006822594	3.911485155	4.12282838	3.101135834	3.403459123	3.86274609	3.781266711	3.42437394
72.56677165	3.616060646	3.251994918	3.521373427	3.437661831	3.556888371	4.1689631	3.597629913	3.683418148	3.758960518	3.880682179	3.644647095	3.762621393	3.930748617	3.047554756	3.490403296	3.606523607	3.568528639	4.066402896	3.904315051	3.489473206	3.706485518	3.67291965	4.410082942	4.02241278	3.608970559	4.027368632	3.710995023	3.672177405	3.803809775	3.750185083	4.371728731	3.451469764	3.602051407	3.968968325	3.611410433	3.600460058	2.923361658	4.127701332	3.8672906	4.568544577	3.596929385	3.749583353	3.593800712	4.398662209	3.856221445	4.387296842	3.981047743	3.923602647	4.316256751	2.849305619	3.750305834	4.069657832	4.089785558	3.777766178	4.04220201	4.344448308	4.555251353	3.085898239	4.188857385	4.147703358	2.997002445	3.879525185	4.090082751	3.099180724	3.382560675	3.837944783	3.724644717	3.464183969
72.84393701	3.633161681	3.253809897	3.476445366	3.418220456	3.555204049	4.178541023	3.571825624	3.633622538	3.802834858	3.835117732	3.552359899	3.776594854	3.909356451	3.004543655	3.509698603	3.612377894	3.598545768	4.045016764	3.900646845	3.447912962	3.682431786	3.63236436	4.432137231	3.99412248	3.557012585	4.018169974	3.672389695	3.677728291	3.796900619	3.743338154	4.323650421	3.434954416	3.610335683	3.89183309	3.614412657	3.569058948	2.932574549	4.132891943	3.874182053	4.467094911	3.59828858	3.667158129	3.58530524	4.351373837	3.906604844	4.385427048	3.954465877	3.927756369	4.273752586	2.800907688	3.778947217	4.0859442	4.013591505	3.754719678	4.085935265	4.287710072	4.534611264	3.049072171	4.16831054	4.077832747	3.001994313	3.889826788	4.05676338	3.112276396	3.409221536	3.8426976	3.71483753	3.464293807
73.12110236	3.657439125	3.252717676	3.487071308	3.418870577	3.564869821	4.176579588	3.579823492	3.582585409	3.817219034	3.831581799	3.535578106	3.803466454	3.912264145	2.997218184	3.553136134	3.627074005	3.604080005	4.026984897	3.907257586	3.450471749	3.679452784	3.625124272	4.439789113	3.99515266	3.540871635	4.048147715	3.657784446	3.710058896	3.761983083	3.750488409	4.277030628	3.439608872	3.608111494	3.808708717	3.647267335	3.513767696	2.948304195	4.154806419	3.907633636	4.387350099	3.619992545	3.627993012	3.603174883	4.337968111	3.937019947	4.389548473	3.907362269	3.933761948	4.291982517	2.781962224	3.806761649	4.105222579	3.995914441	3.763426708	4.127149792	4.264503805	4.508114788	3.053111234	4.178517462	4.042069091	3.018864103	3.911229767	4.052320279	3.130071024	3.464616486	3.854785977	3.742414027	3.424461
73.39826772	3.661759705	3.277686221	3.512643875	3.444048572	3.568828069	4.168749841	3.619277455	3.582160152	3.783800316	3.857710814	3.578354694	3.843400661	3.928297233	3.026082206	3.588325445	3.653752175	3.587784794	4.034952412	3.905216456	3.507444251	3.702747735	3.673960215	4.431375621	4.036360027	3.563748212	4.075966771	3.669353668	3.740509768	3.756568098	3.756032145	4.252169951	3.495359667	3.605595268	3.796925252	3.68880817	3.469673762	2.969694449	4.201152767	3.928503772	4.376524964	3.655198963	3.661661327	3.640568691	4.357855737	3.919682386	4.382119821	3.85452249	3.929420144	4.332977384	2.817910144	3.802296612	4.105708935	4.017142647	3.7903013	4.140409056	4.288960794	4.495407972	3.092364659	4.190623605	4.059791573	3.046258452	3.919625515	4.087687412	3.164543456	3.503572683	3.860584772	3.776715729	3.430348064
